Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Ratio (AFR),Accel Position (%),Baro Pressure (psi),Boost Extended (psi),CL Fuel Target (AFR),Calculated Load (g/rev),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Feedback Knock (°),Fine Knock Learn (°),Fuel Pressure (psi),Fuel Pressure Target (psi),Gear Position (Gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),Intake Temp Manifold (F),MAF Corr Final (g/s),MAF Volts (V),Oil Temp (F),RPM (RPM),Req Torque (Nm),TD Boost Error Ext (psi),TGV Map Ratio (mult),Throttle Pos (%),Wastegate Duty (%),"AP Info:[AP3-SUB-004 v1.7.4.2-21686][2020 USDM WRX MT COBB Custom Features Gen2][Reflash: Stage1+Redline 93 v400.ptm - Realtime: Stage1+Redline 93 v400.ptm]"
42.312,-4.69,-28.91,16.42,0.0,14.21,-8.23,14.70,0.44,14.59,190,1.000,0.00,0.00,398,438,0,8.00,0.81,147,138,5.63,1.24,202,758,0.00,2.59,0.000,5.9,0.00,0
42.388,-3.91,-28.91,16.46,0.0,14.21,-8.20,14.70,0.44,14.59,190,1.000,0.00,0.00,381,438,0,8.00,0.81,147,138,5.67,1.24,202,766,0.00,2.56,0.000,5.9,0.00,0
42.433,-3.91,-28.91,16.55,0.0,14.21,-8.21,14.70,0.44,14.59,190,1.000,0.00,0.00,391,438,0,7.50,0.82,147,138,5.69,1.24,202,769,0.00,2.56,0.000,5.9,0.00,0
42.486,-3.91,-28.91,16.54,0.0,14.21,-8.22,14.70,0.44,14.59,190,1.000,0.00,0.00,377,438,0,7.00,0.82,147,138,5.69,1.22,202,776,0.00,2.56,0.000,5.5,0.00,0
42.549,-3.12,-28.91,16.66,0.0,14.21,-8.25,14.70,0.43,14.59,190,1.000,0.00,0.00,381,438,0,6.50,0.83,147,138,5.67,1.22,202,783,0.00,2.60,0.000,5.5,0.00,0
42.607,-3.12,-28.91,16.61,0.0,14.21,-8.28,14.70,0.43,14.59,190,1.000,0.00,0.00,368,438,0,6.50,0.84,147,138,5.64,1.22,202,789,0.00,2.62,0.000,5.5,0.00,0
42.663,-3.12,-28.91,16.67,0.0,14.21,-8.32,14.70,0.41,14.59,190,1.000,0.00,0.00,397,438,0,6.50,0.85,147,138,5.60,1.20,202,797,0.00,2.68,0.000,5.5,0.00,0
42.749,-2.34,-28.91,16.65,0.0,14.21,-8.39,14.70,0.40,14.70,190,1.000,0.00,0.00,383,438,0,6.00,0.68,147,138,5.51,1.18,202,802,0.00,2.73,0.000,5.5,0.00,0
42.803,-2.34,-28.91,16.76,0.0,14.21,-8.47,14.70,0.40,14.76,190,1.000,0.00,0.00,374,438,0,5.50,0.69,147,138,5.44,1.18,202,801,0.00,2.82,0.000,5.5,0.00,0
42.876,-1.56,-28.91,16.70,0.0,14.21,-8.51,14.70,0.40,14.64,190,1.000,0.00,0.00,395,438,0,5.50,0.68,147,138,5.40,1.18,202,800,0.00,2.86,0.000,5.5,0.00,0
42.929,-1.56,-28.91,16.74,0.0,14.21,-8.57,14.70,0.40,14.76,190,1.000,0.00,0.00,398,438,0,5.50,0.68,147,138,5.35,1.18,202,794,0.00,2.93,0.000,5.5,0.00,0
42.987,-1.56,-28.91,16.71,0.0,14.21,-8.61,14.70,0.40,14.64,190,1.000,0.00,0.00,382,438,0,5.50,0.68,147,138,5.36,1.20,202,795,0.00,2.95,0.000,5.5,0.00,0
43.042,-1.56,-28.91,16.70,0.0,14.21,-8.60,14.70,0.40,14.64,190,1.000,0.00,0.00,386,438,0,6.00,0.68,147,138,5.35,1.20,202,790,0.00,2.95,0.000,5.5,0.00,0
43.130,-0.78,-28.91,16.71,0.0,14.21,-8.60,14.70,0.40,14.64,190,1.000,0.00,0.00,398,438,0,6.00,0.67,147,138,5.38,1.22,202,792,0.00,2.95,0.000,5.9,0.00,0
43.184,-0.78,-28.91,16.80,0.0,14.21,-8.61,14.70,0.40,14.64,190,1.000,0.00,0.00,378,438,0,6.00,0.68,147,138,5.41,1.22,202,793,0.00,2.96,0.000,5.9,0.00,0
43.256,-0.78,-28.91,16.71,0.0,14.21,-8.59,14.70,0.40,14.64,190,1.000,0.00,0.00,371,438,0,6.00,0.68,147,138,5.41,1.22,202,788,0.00,2.94,0.000,5.5,0.00,0
43.309,-0.78,-28.91,16.76,0.0,14.21,-8.58,14.70,0.41,14.64,190,1.000,0.00,0.00,377,438,0,6.00,0.84,147,138,5.45,1.22,202,788,0.00,2.94,0.000,5.9,0.00,0
43.363,0.00,-28.91,16.74,0.0,14.21,-8.56,14.70,0.41,14.59,190,1.000,0.00,0.00,392,438,0,6.00,0.84,147,138,5.47,1.22,202,787,0.00,2.91,0.000,5.9,0.00,0
43.424,0.00,-28.91,16.72,0.0,14.21,-8.54,14.70,0.41,14.59,190,1.000,0.00,0.00,399,438,0,6.00,0.84,147,138,5.51,1.20,202,791,0.00,2.89,0.000,5.9,0.00,0
43.483,0.00,-28.91,16.77,0.0,14.21,-8.55,14.70,0.41,14.59,190,1.000,0.00,0.00,391,438,0,6.00,0.85,147,138,5.54,1.20,202,799,0.00,2.91,0.000,5.5,0.00,0
43.555,0.78,-28.91,16.67,0.0,14.21,-8.56,14.70,0.41,14.70,190,1.000,0.00,0.00,379,438,0,6.00,0.85,147,138,5.54,1.20,202,801,0.00,2.90,0.000,5.5,0.00,0
43.608,0.78,-28.91,16.76,0.0,14.21,-8.58,14.70,0.40,14.76,190,1.000,0.00,0.00,386,438,0,5.50,0.86,147,138,5.57,1.20,202,808,0.00,2.90,0.000,5.5,0.00,0
43.667,0.78,-28.91,16.72,0.0,14.21,-8.62,14.70,0.40,14.76,190,1.000,0.00,0.00,393,438,0,5.00,0.86,147,138,5.56,1.20,202,812,0.00,2.92,0.000,5.5,0.00,0
43.722,0.78,-28.91,16.67,0.0,14.21,-8.64,14.70,0.40,14.76,190,1.000,0.00,0.00,403,438,0,5.00,0.87,147,138,5.57,1.20,202,815,0.00,2.91,0.000,5.5,0.00,0
43.795,0.78,-28.91,16.76,0.0,14.21,-8.67,14.70,0.40,14.76,190,1.000,0.00,0.00,391,438,0,4.50,0.87,147,138,5.57,1.20,202,819,0.00,2.94,0.000,5.5,0.00,0
43.848,1.56,-28.91,16.64,0.0,14.21,-8.71,14.70,0.40,14.76,190,1.000,0.00,0.00,379,438,0,4.50,0.87,147,138,5.53,1.20,202,817,0.00,2.97,0.000,5.5,0.00,0
43.905,1.56,-28.91,16.62,0.0,14.21,-8.72,14.70,0.40,14.76,190,1.000,0.00,0.00,395,438,0,4.50,0.70,147,138,5.52,1.20,202,817,0.00,2.98,0.000,5.5,0.00,0
43.964,1.56,-28.91,16.63,0.0,14.21,-8.75,14.70,0.40,14.76,190,1.000,0.00,0.00,398,438,0,4.50,0.70,147,138,5.48,1.18,202,813,0.00,3.03,0.000,5.5,0.00,0
44.036,1.56,-28.91,16.56,0.0,14.21,-8.76,14.70,0.40,14.76,190,1.000,0.00,0.00,394,438,0,4.50,0.69,147,138,5.45,1.20,202,812,0.00,3.04,0.000,5.5,0.00,0
44.089,1.56,-28.91,16.58,0.0,14.21,-8.76,14.70,0.40,14.76,190,1.000,0.00,0.00,393,438,0,4.50,0.69,147,138,5.44,1.20,202,812,0.00,3.07,0.000,5.5,0.00,0
44.144,2.34,-28.91,16.49,0.0,14.21,-8.77,14.70,0.40,14.76,190,1.000,0.00,0.00,378,438,0,4.50,0.69,147,138,5.45,1.20,202,811,0.00,3.07,0.000,5.5,0.00,0
44.204,2.34,-28.91,16.43,0.0,14.21,-8.76,14.70,0.40,14.76,190,1.000,0.00,0.00,408,438,0,5.00,0.69,147,138,5.46,1.20,202,812,0.00,3.05,0.000,5.5,0.00,0
44.264,2.34,-28.91,16.53,0.0,14.21,-8.76,14.70,0.40,14.76,190,1.000,0.00,0.00,394,438,0,5.00,0.69,147,138,5.42,1.20,202,805,0.00,3.09,0.000,5.5,0.00,0
44.327,2.34,-28.91,16.41,0.0,14.21,-8.76,14.70,0.40,14.76,190,1.000,0.00,0.00,386,438,0,5.00,0.69,147,138,5.44,1.22,202,806,0.00,3.08,0.000,5.5,0.00,0
44.396,2.34,-28.91,16.41,0.0,14.21,-8.74,14.70,0.40,14.76,190,1.000,0.00,0.00,392,438,0,5.00,0.86,147,138,5.46,1.20,202,807,0.00,3.07,0.000,5.5,0.00,0
44.449,2.34,-28.91,16.41,0.0,14.21,-8.76,14.70,0.40,14.76,190,1.000,0.00,0.00,382,438,0,5.00,0.86,147,138,5.47,1.20,202,807,0.00,3.07,0.000,5.5,0.00,0
44.503,2.34,-28.91,16.34,0.0,14.21,-8.75,14.70,0.40,14.76,190,1.000,0.00,0.00,397,438,0,5.00,0.86,147,138,5.47,1.20,202,809,0.00,3.05,0.000,5.5,0.00,0
44.575,3.12,-28.91,16.33,0.0,14.21,-8.75,14.70,0.40,14.76,190,1.000,0.00,0.00,398,438,0,5.00,0.86,147,138,5.44,1.20,202,806,0.00,3.08,0.000,5.5,0.00,0
44.631,3.12,-28.91,16.29,0.0,14.21,-8.76,14.70,0.40,14.76,190,1.000,0.00,0.00,391,438,0,5.00,0.86,147,138,5.47,1.20,202,810,0.00,3.07,0.000,5.5,0.00,0
44.686,3.12,-28.91,16.28,0.0,14.21,-8.75,14.70,0.40,14.76,190,1.000,0.00,0.00,391,438,0,5.00,0.86,147,138,5.49,1.20,202,813,0.00,3.04,0.000,5.5,0.00,0
44.741,3.12,-28.91,16.26,0.0,14.21,-8.77,14.70,0.40,14.76,190,1.000,0.00,0.00,388,438,0,4.50,0.87,147,138,5.49,1.20,202,814,0.00,3.07,0.000,5.5,0.00,0
44.815,3.12,-28.91,16.21,0.0,14.21,-8.79,14.70,0.40,14.76,190,1.000,0.00,0.00,384,438,0,4.50,0.87,147,138,5.48,1.20,202,814,0.00,3.05,0.000,5.5,0.00,0
44.888,3.12,-28.91,16.20,0.0,14.21,-8.81,14.70,0.40,14.76,190,1.000,0.00,0.00,376,438,0,4.50,0.87,147,138,5.47,1.20,202,815,0.00,3.08,0.000,5.5,0.00,0
44.944,3.91,-28.91,16.12,0.0,14.21,-8.81,14.70,0.40,14.76,190,1.000,0.00,0.00,405,438,0,4.50,0.87,147,138,5.46,1.20,202,816,0.00,3.08,0.000,5.5,0.00,0
45.026,3.91,-28.91,16.16,0.0,14.21,-8.82,14.70,0.40,14.76,190,1.000,0.00,0.00,398,438,0,4.50,0.87,147,138,5.45,1.20,202,815,0.00,3.10,0.000,5.5,0.00,0
45.090,3.91,-28.91,16.13,0.0,14.21,-8.82,14.70,0.39,14.76,190,1.000,0.00,0.00,391,438,0,4.50,0.87,147,138,5.44,1.20,202,815,0.00,3.11,0.000,5.5,0.00,0
45.145,3.91,-28.91,16.11,0.0,14.21,-8.84,14.70,0.39,14.76,190,1.000,0.00,0.00,399,438,0,4.50,0.87,147,138,5.42,1.20,202,813,0.00,3.12,0.000,5.5,0.00,0
45.217,3.91,-28.91,16.07,0.0,14.21,-8.84,14.70,0.39,14.76,190,1.000,0.00,0.00,394,438,0,4.50,0.87,147,138,5.44,1.20,202,815,0.00,3.10,0.000,5.5,0.00,0
45.282,4.69,-28.91,16.07,0.0,14.21,-8.84,14.70,0.39,14.76,190,1.000,0.00,0.00,391,438,0,4.50,0.87,147,138,5.44,1.20,202,816,0.00,3.12,0.000,5.5,0.00,0
45.325,4.69,-28.91,16.03,0.0,14.21,-8.86,14.70,0.39,14.76,190,1.000,0.00,0.00,374,438,0,4.50,0.87,147,138,5.42,1.20,202,814,0.00,3.13,0.000,5.5,0.00,0
45.391,4.69,-28.91,16.03,0.0,14.21,-8.85,14.70,0.39,14.76,190,1.000,0.00,0.00,403,438,0,4.50,0.87,147,138,5.42,1.20,202,815,0.00,3.13,0.000,5.5,0.00,0
45.444,4.69,-28.91,16.01,0.0,14.21,-8.86,14.70,0.39,14.76,190,1.000,0.00,0.00,393,438,0,4.50,0.87,147,138,5.42,1.18,202,815,0.00,3.14,0.000,5.5,0.00,0
45.512,5.47,-28.91,15.97,0.0,14.21,-8.87,14.70,0.39,14.76,190,1.000,0.00,0.00,379,438,0,4.50,0.87,147,138,5.42,1.20,202,816,0.00,3.12,0.000,5.5,0.00,0
45.565,5.47,-28.91,15.95,0.0,14.21,-8.86,14.70,0.39,14.76,190,1.000,0.00,0.00,392,438,0,4.50,0.87,147,138,5.41,1.20,202,815,0.00,3.14,0.000,5.5,0.00,0
45.635,5.47,-28.91,15.96,0.0,14.21,-8.88,14.70,0.39,14.76,190,1.000,0.00,0.00,382,438,0,4.50,0.87,147,138,5.39,1.20,202,813,0.00,3.16,0.000,5.5,0.00,0
45.689,5.47,-28.91,15.95,0.0,14.21,-8.88,14.70,0.39,14.76,190,1.000,0.00,0.00,394,438,0,4.50,0.87,147,138,5.40,1.20,202,814,0.00,3.15,0.000,5.5,0.00,0
45.745,5.47,-28.91,15.87,0.0,14.21,-8.87,14.70,0.39,14.76,190,1.000,0.00,0.00,397,438,0,4.50,0.87,147,138,5.38,1.20,202,812,0.00,3.17,0.000,5.5,0.00,0
45.816,5.47,-28.91,15.87,0.0,14.21,-8.89,14.70,0.39,14.76,190,1.000,0.00,0.00,378,438,0,4.50,0.87,147,138,5.39,1.20,202,812,0.00,3.16,0.000,5.5,0.00,0
45.871,5.47,-28.91,15.86,0.0,14.21,-8.87,14.70,0.39,14.76,190,1.000,0.00,0.00,380,438,0,4.50,0.86,147,138,5.38,1.20,202,812,0.00,3.16,0.000,5.5,0.00,0
45.925,6.25,-28.91,15.84,0.0,14.21,-8.87,14.70,0.39,14.76,190,1.000,0.00,0.00,398,438,0,4.50,0.86,147,138,5.37,1.18,202,810,0.00,3.19,0.000,5.5,0.00,0
45.989,6.25,-28.91,15.82,0.0,14.21,-8.88,14.70,0.39,14.76,190,1.000,0.00,0.00,385,438,0,4.50,0.86,147,138,5.37,1.18,202,809,0.00,3.17,0.000,5.5,0.00,0
46.044,6.25,-28.91,15.75,0.0,14.21,-8.87,14.70,0.39,14.76,190,1.000,0.00,0.00,398,438,0,5.00,0.86,147,138,5.35,1.20,202,806,0.00,3.20,0.000,5.5,0.00,0
46.111,6.25,-28.91,15.78,0.0,14.21,-8.88,14.70,0.39,14.76,190,1.000,0.00,0.00,383,438,0,5.00,0.86,147,138,5.35,1.20,202,806,0.00,3.20,0.000,5.5,0.00,0
46.185,6.25,-28.91,15.78,0.0,14.21,-8.87,14.70,0.39,14.76,190,1.000,0.00,0.00,398,438,0,5.00,0.86,147,138,5.33,1.20,202,802,0.00,3.22,0.000,5.5,0.00,0
46.259,7.03,-28.91,15.78,0.0,14.21,-8.87,14.70,0.39,14.76,190,1.000,0.00,0.00,379,438,0,5.00,0.85,147,138,5.33,1.20,202,802,0.00,3.22,0.000,5.5,0.00,0
46.313,7.03,-28.91,15.69,0.0,14.21,-8.86,14.70,0.39,14.76,190,1.000,0.00,0.00,380,438,0,5.50,0.85,147,138,5.33,1.20,202,801,0.00,3.22,0.000,5.5,0.00,0
46.386,7.03,-28.91,15.67,0.0,14.21,-8.84,14.70,0.39,14.76,190,1.000,0.00,0.00,400,438,0,5.50,0.85,147,138,5.34,1.18,202,802,0.00,3.19,0.000,5.5,0.00,0
46.459,7.03,-28.91,15.65,0.0,14.21,-8.84,14.70,0.39,14.76,190,1.000,0.00,0.00,389,438,0,5.00,0.86,147,138,5.36,1.18,202,804,0.00,3.18,0.000,5.5,0.00,0
46.513,7.03,-28.91,15.66,0.0,14.21,-8.86,14.70,0.39,14.76,190,1.000,0.00,0.00,381,438,0,5.00,0.86,147,138,5.38,1.18,202,806,0.00,3.16,0.000,5.5,0.00,0
46.589,7.81,-28.91,15.61,0.0,14.21,-8.86,14.70,0.40,14.76,190,1.000,0.00,0.00,393,438,0,5.00,0.86,147,138,5.39,1.18,202,809,0.00,3.16,0.000,5.5,0.00,0
46.652,7.81,-28.91,15.62,0.0,14.21,-8.86,14.70,0.39,14.76,190,1.000,0.00,0.00,381,438,0,5.00,0.86,147,138,5.41,1.20,202,812,0.00,3.16,0.000,5.5,0.00,0
46.726,7.81,-28.91,15.57,0.0,14.21,-8.87,14.70,0.39,14.76,190,1.000,0.00,0.00,387,438,0,4.50,0.87,147,138,5.42,1.20,202,815,0.00,3.13,0.000,5.5,0.00,0
46.799,7.81,-28.91,15.56,0.0,14.21,-8.88,14.70,0.39,14.76,190,1.000,0.00,0.00,387,438,0,4.50,0.87,147,138,5.40,1.18,202,813,0.00,3.16,0.000,5.5,0.00,0
46.856,7.81,-28.91,15.56,0.0,14.21,-8.88,14.70,0.39,14.76,190,1.000,0.00,0.00,382,438,0,4.50,0.87,147,138,5.41,1.18,202,818,0.00,3.14,0.000,5.5,0.00,0
46.924,8.59,-28.91,15.52,0.0,14.21,-8.91,14.70,0.39,14.76,190,1.000,0.00,0.00,396,438,0,4.50,0.87,147,138,5.39,1.18,202,818,0.00,3.16,0.000,5.5,0.00,0
46.977,8.59,-28.91,15.52,0.0,14.21,-8.90,14.70,0.39,14.76,190,1.000,0.00,0.00,399,438,0,4.50,0.87,147,138,5.39,1.18,202,820,0.00,3.15,0.000,5.5,0.00,0
47.034,8.59,-28.91,15.49,0.0,14.21,-8.93,14.70,0.39,14.76,190,1.000,0.00,0.00,392,438,0,4.00,0.87,147,138,5.36,1.18,202,817,0.00,3.19,0.000,5.5,0.00,0
47.112,8.59,-28.91,15.49,0.0,14.21,-8.93,14.70,0.39,14.76,190,1.000,0.00,0.00,398,438,0,6.00,0.87,147,138,5.37,1.20,202,817,0.00,3.19,0.000,5.5,0.00,0
47.172,8.59,-28.91,15.47,0.0,14.21,-8.92,14.70,0.39,14.76,190,1.000,0.00,0.00,389,438,0,6.00,0.87,147,138,5.42,1.20,202,821,0.00,3.16,0.000,5.5,0.00,0
47.257,8.59,-28.91,15.42,0.0,14.21,-8.91,14.70,0.39,14.76,190,1.000,0.00,0.00,398,438,0,6.00,0.88,147,138,5.45,1.20,202,826,0.00,3.13,0.000,5.5,0.00,0
47.312,9.38,-28.91,15.37,0.0,14.21,-8.91,14.70,0.39,14.76,190,1.000,0.00,0.00,386,438,0,5.50,0.88,147,138,5.46,1.20,202,827,0.00,3.12,0.000,5.5,0.00,0
47.398,9.38,-28.91,15.37,0.0,14.21,-8.92,14.70,0.39,14.76,190,1.000,0.00,0.00,378,438,0,5.50,0.89,147,138,5.47,1.20,202,831,0.00,3.11,0.000,5.5,0.00,0
47.452,9.38,-28.91,15.34,0.0,14.21,-8.93,14.70,0.39,14.76,190,1.000,0.00,0.00,386,438,0,5.00,0.89,147,138,5.48,1.20,202,834,0.00,3.10,0.000,5.5,0.00,0
47.538,9.38,-28.91,15.27,0.0,14.21,-8.95,14.70,0.39,14.76,190,1.000,0.00,0.00,380,438,0,5.00,0.89,147,138,5.49,1.20,202,839,0.00,3.10,0.000,5.5,0.00,0
47.593,9.38,-28.91,15.26,0.0,14.21,-8.96,14.70,0.39,14.76,190,1.000,0.00,0.00,399,438,0,5.00,0.90,147,138,5.50,1.20,202,843,0.00,3.09,0.000,5.5,0.00,0
47.679,9.38,-28.91,15.25,0.0,14.21,-9.00,14.70,0.39,14.76,190,1.000,0.00,0.00,379,438,0,4.50,0.90,147,138,5.48,1.18,202,844,0.00,3.12,0.000,5.5,0.00,0
47.733,9.38,-28.91,15.17,0.0,14.21,-9.01,14.70,0.39,14.76,190,1.000,0.00,0.00,397,438,0,4.50,0.90,147,138,5.47,1.18,202,845,0.00,3.12,0.000,5.5,0.00,0
47.819,9.38,-28.91,15.17,0.0,14.21,-9.04,14.70,0.37,14.76,190,1.000,0.00,0.00,384,438,0,4.50,0.90,147,138,5.42,1.20,202,840,3.74,3.34,0.000,5.9,0.00,0
47.873,9.38,-28.91,15.19,0.0,14.21,-9.03,14.70,0.39,14.82,190,1.000,0.00,0.00,402,438,0,4.50,0.90,147,138,5.43,1.20,202,839,3.74,3.33,0.000,5.9,0.00,0
47.960,9.38,-26.56,15.15,3.5,14.21,-8.99,14.70,0.39,14.76,190,1.000,0.00,0.00,370,650,0,7.00,0.89,147,138,5.47,1.22,202,832,30.21,4.46,0.000,6.7,0.00,0
48.015,10.16,-19.53,15.11,3.5,14.21,-8.88,14.70,0.40,14.76,190,1.000,0.00,0.00,531,730,0,8.00,0.88,147,138,5.58,1.28,202,825,31.46,4.42,0.000,6.7,0.00,0
48.078,9.38,-16.41,15.13,3.5,14.21,-8.74,14.70,0.41,14.76,190,1.000,0.00,0.00,607,730,0,8.50,0.87,147,138,5.70,1.28,202,817,31.90,4.34,0.000,6.7,0.00,0
48.138,10.16,-12.50,15.07,3.5,14.21,-8.58,14.70,0.43,14.70,190,1.000,0.00,0.00,634,730,0,9.50,0.86,147,138,5.78,1.30,202,810,31.95,4.19,0.000,6.7,0.00,0
48.201,10.16,-10.94,15.07,3.5,14.21,-8.45,14.70,0.43,14.70,190,1.000,0.00,0.00,656,730,0,10.00,0.86,147,138,5.84,1.30,202,802,31.25,4.07,0.000,6.7,0.00,0
48.259,10.16,-9.38,15.08,3.5,14.21,-8.33,14.70,0.44,14.64,190,1.000,0.00,0.00,651,823,0,10.50,0.85,147,138,6.00,1.28,202,799,31.27,3.96,0.000,6.7,0.00,0
48.317,10.16,-8.59,15.03,3.5,14.21,-8.22,14.70,0.45,14.59,190,1.000,0.00,0.00,779,823,0,11.00,0.85,147,138,6.07,1.30,202,794,30.49,3.82,0.000,6.3,0.00,0
48.374,10.16,-7.81,15.06,3.1,14.21,-8.13,14.70,0.47,14.53,190,1.000,0.00,0.00,787,823,0,12.00,0.84,147,138,6.22,1.30,202,790,28.08,3.63,0.000,7.1,0.00,0
48.442,10.16,-7.81,14.94,2.7,14.21,-7.94,14.70,0.48,14.53,190,1.000,0.00,0.00,781,916,0,12.00,0.84,147,138,6.53,1.36,202,783,26.91,3.42,0.000,8.3,0.00,0
48.528,9.38,-7.81,14.81,3.1,14.21,-7.62,14.70,0.53,14.42,190,1.000,0.00,0.00,944,1022,0,10.50,0.83,147,138,7.07,1.42,201,777,28.49,3.15,0.000,9.4,0.00,0
48.584,9.38,-7.81,14.73,3.5,14.21,-7.29,14.70,0.57,14.53,190,1.000,0.00,0.00,1005,1115,0,9.50,0.83,147,138,7.56,1.44,201,781,30.49,2.92,0.000,9.4,0.00,0
48.671,8.59,-7.81,14.59,4.3,14.21,-6.72,14.69,0.65,14.70,190,1.000,0.00,0.00,1068,1301,0,4.50,1.01,147,138,8.64,1.50,201,788,37.48,2.64,0.000,9.4,0.00,0
48.725,8.59,-7.81,14.36,5.9,14.21,-6.38,14.69,0.67,14.70,190,1.000,0.00,0.00,1254,1301,0,2.50,1.04,147,138,9.22,1.52,201,810,49.31,2.74,0.000,9.8,0.00,0
48.791,7.81,-7.81,14.15,7.8,14.21,-5.98,14.68,0.70,14.70,190,1.000,0.00,0.00,1253,1301,0,2.50,1.05,147,138,10.07,1.54,201,831,60.40,2.73,0.000,10.2,0.00,0
48.844,5.47,-7.81,13.85,10.2,14.21,-5.54,14.68,0.74,14.70,190,1.000,0.00,0.00,1267,1393,0,2.00,1.09,147,138,10.78,1.64,202,866,78.51,2.96,0.000,11.8,0.00,0
48.928,4.69,-7.81,13.42,12.2,14.21,-4.99,14.67,0.80,14.70,190,1.000,0.00,0.00,1369,1447,0,-0.50,1.12,147,138,12.10,1.68,202,892,84.59,2.70,0.000,12.2,0.00,0
48.984,2.34,-7.81,12.91,13.7,14.21,-4.50,14.68,0.83,14.70,190,1.000,0.00,0.00,1349,1513,0,-1.50,1.21,147,138,13.78,1.70,202,959,90.88,2.49,0.000,13.0,0.00,0
49.062,-0.78,-7.81,12.38,12.9,14.21,-4.09,14.68,0.87,14.70,190,1.000,0.00,0.00,1442,1513,0,-2.00,1.52,147,138,15.16,1.72,202,1028,93.59,2.13,0.000,13.4,0.00,0
49.125,-3.91,-7.81,12.09,11.4,14.21,-3.84,14.68,0.85,14.70,190,1.000,0.00,0.00,1435,1513,0,-1.50,1.63,147,138,16.13,1.74,202,1125,94.84,1.93,0.000,13.4,0.00,0
49.182,-3.91,-7.81,12.05,11.0,14.21,-3.76,14.68,0.87,14.70,190,1.000,0.00,0.00,1539,1513,0,-1.50,1.73,147,138,17.13,1.76,202,1172,98.03,1.93,0.000,14.2,0.00,0
49.268,-3.91,-7.81,12.28,11.4,14.21,-3.71,14.68,0.85,14.70,190,1.000,0.00,0.00,1512,1513,0,-1.00,1.57,145,138,18.16,1.82,202,1253,100.43,1.99,0.000,15.0,0.00,0
49.323,-3.12,-7.81,12.46,12.2,14.21,-3.68,14.67,0.85,14.70,190,1.000,0.00,0.00,1533,1513,0,0.50,1.68,147,138,19.05,1.86,202,1321,102.40,1.95,0.000,15.7,0.00,0
49.402,-3.12,-7.81,12.68,11.8,14.21,-3.59,14.65,0.85,14.70,190,1.000,0.00,0.00,1614,1513,0,1.50,1.72,147,138,19.97,1.90,202,1376,103.00,1.82,0.000,15.7,0.00,0
49.466,-2.34,-7.81,12.91,11.8,14.21,-3.56,14.64,0.85,14.64,190,1.000,0.00,0.00,1609,1513,0,2.50,1.83,147,138,20.85,1.92,201,1450,102.29,1.64,0.000,16.1,0.00,0
49.519,-1.56,-7.81,13.11,11.4,14.21,-3.55,14.62,0.84,14.64,190,1.000,0.00,0.00,1599,1513,0,3.00,1.89,147,138,21.47,1.92,201,1506,101.20,1.46,0.000,16.5,0.00,0
49.577,-0.78,-7.81,13.32,10.6,14.21,-3.56,14.61,0.83,14.64,190,1.000,0.00,0.00,1577,1513,0,5.00,1.99,147,136,22.09,1.96,201,1565,97.46,1.11,0.000,16.5,0.00,0
49.636,-0.78,-7.81,13.47,8.2,14.21,-3.64,14.60,0.81,14.64,190,1.000,0.00,0.00,1636,1513,0,5.50,2.03,147,136,22.19,1.96,201,1622,74.51,-0.54,0.000,15.7,0.00,0
49.707,-0.78,-7.81,13.61,7.8,14.21,-4.04,14.68,0.75,14.64,190,1.000,0.00,0.00,1572,1393,0,7.50,2.13,147,136,20.70,1.82,201,1667,66.04,-0.81,0.000,13.4,0.00,0
49.762,-0.78,-7.81,13.63,7.8,14.21,-4.46,14.69,0.69,14.70,190,1.000,0.00,0.00,1539,1340,0,8.00,1.80,147,136,19.74,1.82,201,1699,64.54,-0.49,0.000,13.4,0.00,0
49.815,-1.56,-7.81,13.65,7.8,14.21,-4.71,14.70,0.67,14.70,190,1.000,0.00,0.00,1455,1340,0,8.00,1.82,147,136,19.04,1.82,202,1703,66.05,-0.22,0.000,13.8,0.00,0
49.873,-1.56,-7.81,13.70,7.8,14.21,-4.82,14.70,0.66,14.70,190,1.000,0.00,0.00,1432,1340,0,8.00,1.82,147,136,18.74,1.84,202,1704,65.24,-0.16,0.000,14.2,0.00,0
49.959,-2.34,-7.81,13.78,7.1,14.21,-4.81,14.70,0.65,14.70,190,1.000,0.00,0.00,1398,1340,0,8.00,1.81,147,136,18.21,1.86,202,1688,56.35,-0.65,0.000,13.4,0.00,0
50.015,-2.34,-7.81,13.92,7.1,14.21,-4.89,14.70,0.62,14.76,190,1.000,0.00,0.00,1368,1208,0,8.00,1.79,147,136,17.32,1.78,202,1662,55.95,-0.67,0.000,13.0,0.00,0
50.073,-2.34,-7.81,14.02,7.1,14.21,-4.94,14.70,0.61,14.76,190,1.000,0.00,0.00,1305,1208,0,8.50,1.77,147,136,16.71,1.80,202,1632,57.58,-0.44,0.000,13.0,0.00,0
50.160,-2.34,-7.81,14.12,6.7,14.21,-4.88,14.70,0.61,14.76,190,1.000,0.00,0.00,1307,1208,0,9.00,1.72,145,136,16.12,1.80,201,1579,56.74,-0.43,0.000,13.0,0.00,0
